OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPE_Length,SHAPE_Area
21890,2020,CA,CCO,LAC,WAVE,307499,2020/10/10 00:00:00+00,2020/10/10 00:00:00+00,14,,5,9.6397104,1,1,,1635.544938,-56945.38506
21891,2020,CA,CCO,LAC,TUNA,343103,2020/11/13 00:00:00+00,2020/11/13 00:00:00+00,9,,1.5,1.2373409,1,1,,349.7710439,-7310.735501
21892,2020,CA,CCO,LAC,CANYON,377420,2020/12/13 00:00:00+00,2020/12/13 00:00:00+00,11,,6,7.2688804,1,1,,1243.215993,-42854.96531
21893,2020,CA,CCO,LAC,BANNING,385995,2020/12/20 00:00:00+00,2020/12/20 00:00:00+00,11,,1.15,1.5290655,3,1,,466.3366939,-8908.938619
21894,2020,CA,CDF,LNU,DUNNIGAN,9096,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,11,Zach Main,5,6.1252761,6,1,,931.6338228,-40892.77839
21895,2020,CA,CDF,LNU,MONTICELLO,14225,2020/08/30 00:00:00+00,2020/08/30 00:00:00+00,14,Jake White,1,1.0864354,1,1,,424.2065357,-7164.328712
21896,2020,CA,CDF,LNU,LAWLEY,10631,2020/07/08 00:00:00+00,2020/07/08 00:00:00+00,2,Matt Frantz,2,2.0236042,1,1,,514.5794079,-13434.41078
21897,2020,CA,CDF,LNU,HUBCAP,16813,2020/10/10 00:00:00+00,2020/10/10 00:00:00+00,2,Matt Maxwell,2,2.0177717,6,1,,489.1889054,-13405.4203
21898,2020,CA,CDF,LNU,SPRING,14218,2020/08/30 00:00:00+00,2020/08/30 00:00:00+00,14,Mike Baldwin,1.5,1.7034259,6,1,,581.9429123,-11223.60081
21899,2020,CA,CDF,LNU,COUNTY ROAD 2,8435,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,14,Dennis Lange,1,1.242705,6,1,,405.3684259,-8316.239723
21900,2020,CA,CDF,LNU,MULE,9336,2020/06/20 00:00:00+00,2020/06/20 00:00:00+00,9,Dennis Lange,7,7.356204,1,1,,1085.173183,-49368.4245
21901,2020,CA,CDF,LNU,CANAL,14794,2020/09/08 00:00:00+00,2020/09/08 00:00:00+00,14,Dennis Lange,4,4.0730767,6,1,,1554.701379,-27431.14121
21902,2020,CA,CDF,LNU,MOBILE,11766,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,2,Marc Hottendorf,1,1.119406,6,1,,453.3596951,-7423.780156
21903,2020,CA,CDF,LNU,OAT,7873,2020/05/28 00:00:00+00,2020/05/28 00:00:00+00,10,Matt Swithenbank,5,5.6383104,6,1,,875.1047293,-37564.27268
21904,2020,CA,CDF,LNU,LUCERNE,15524,2020/09/20 00:00:00+00,2020/09/20 00:00:00+00,7,Steve Hansen,4,4.1219296,1,2,,1011.526017,-27757.02643
21905,2020,CA,CDF,LNU,GEORGE,9907,2020/06/28 00:00:00+00,2020/06/28 00:00:00+00,9,Scott Zindler,1,1.3464322,6,1,,356.0995081,-9030.481746
21906,2020,CA,CDF,LNU,EAGLE,14038,2020/08/27 00:00:00+00,2020/08/27 00:00:00+00,7,Scott Zindler,1,1.4826626,6,1,,434.7012207,-9954.348459
21907,2020,CA,CDF,LNU,HEATHER,10594,2020/07/08 00:00:00+00,2020/07/08 00:00:00+00,9,John Wilson,1.5,1.913929,6,1,,465.7877254,-12781.55905
21908,2020,CA,CDF,LNU,17-7,13442,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,1,Anthony Dozier,1.5,1.8423059,6,1,,518.2288072,-12323.0483
21909,2020,CA,CDF,LNU,LYTTON,16406,2020/10/03 00:00:00+00,2020/10/03 00:00:00+00,7,Brion Borba,2,1.931224,6,1,,478.2429461,-12836.86256
21910,2020,CA,CDF,LNU,SPRING,15145,2020/09/14 00:00:00+00,2020/09/14 00:00:00+00,11,Scott Weese,1,1.2904072,6,1,,503.3095889,-8474.376546
21911,2020,CA,CDF,LNU,LAKE VIEW,18168,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,14,Rich Lawler,2,2.3081572,6,1,,575.9483155,-15489.14537
21912,2020,CA,CDF,LNU,CREEK,9331,2020/06/20 00:00:00+00,2020/06/20 00:00:00+00,2,Eric Calley,1,1.2475275,6,1,,511.5867069,-8258.764652
21913,2020,CA,CDF,LNU,ARROW,12642,2020/08/08 00:00:00+00,2020/08/08 00:00:00+00,2,Eric Calley,6,6.7308369,6,1,,870.9267525,-44246.07084
21914,2020,CA,CDF,LNU,REDWOOD,13144,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,2,Eric Calley,2,2.1788154,1,1,,514.7020246,-14449.3959
21915,2020,CA,CDF,LNU,CHABLIS,19556,2020/11/22 00:00:00+00,2020/11/22 00:00:00+00,8,Eric Calley,1,1.3319296,1,1,,519.6874457,-8847.994642
21916,2020,CA,CDF,LNU,BLUE LAKES,3390,2020/02/29 00:00:00+00,2020/08/29 00:00:00+00,9,Rich Lawler,4,4.3660469,1,1,,806.2678602,-29309.70453
21917,2020,CA,CDF,LNU,SALMON,8659,2020/09/10 00:00:00+00,2020/09/10 00:00:00+00,2,Josh Jones,5,5.4292064,6,1,,788.0086167,-36258.03517
21918,2020,CA,CDF,LNU,STONY,9198,2020/06/18 00:00:00+00,2020/06/18 00:00:00+00,14,Brandon Mcgee,6,6.5855865,6,1,,945.0959644,-43386.15274
21919,2020,CA,CDF,LNU,DIGGER/QUAIL,10627,2020/07/08 00:00:00+00,2020/07/08 00:00:00+00,2,Kole Oliver,5,5.7131147,6,1,,744.2096018,-37786.65851
21920,2020,CA,CDF,LNU,DUNNIGAN,10745,2020/07/10 00:00:00+00,2020/07/10 00:00:00+00,2,Kole Oliver,1.5,1.8512374,6,1,,412.3409788,-12351.79334
21921,2020,CA,CDF,LNU,LAMB,10619,2020/07/08 00:00:00+00,2020/07/08 00:00:00+00,9,Kole Oliver,1.5,1.7104708,6,1,,490.7370701,-11372.10785
21922,2020,CA,CDF,LNU,ANNAPOLIS,2399,2020/02/12 00:00:00+00,2020/02/12 00:00:00+00,14,Diane Mibach,2,2.1595345,6,1,,459.2611932,-14377.70136
21923,2020,CA,CDF,LNU,GAMBLE,13354,2020/04/02 00:00:00+00,2020/04/02 00:00:00+00,5,Jase Indrebro Part of LNU LIGHTNING COMPLEX,1,1.0706677,6,1,,329.3589273,-7104.144326
21924,2020,CA,CDF,LNU,FOX,11856,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,4,Jase Indrebro,1.5,1.6968673,6,1,,543.8668848,-11247.24607
21925,2020,CA,CDF,LNU,13-1,13249,2020/08/16 00:00:00+00,2020/08/16 00:00:00+00,1,Brian Mickelson,1,1.2041897,6,1,,393.0582027,-8011.593679
21926,2020,CA,CDF,LNU,MILL,6651,2020/05/05 00:00:00+00,2020/05/05 00:00:00+00,11,Dan Cavazos,1.5,1.6995127,6,1,,401.8293659,-11273.29168
21927,2020,CA,CDF,LNU,TAYLOR,13619,2020/08/19 00:00:00+00,2020/08/19 00:00:00+00,14,Forest Martin,1,1.7314005,6,1,,546.039185,-11431.1639
21928,2020,CA,CDF,LNU,NEWELL,9981,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,7,Zach Cartee,2.5,2.5603886,6,1,,591.8646512,-16795.35905
21929,2020,CA,CDF,LNU,PLEASANTS,7817,2020/05/27 00:00:00+00,2020/05/27 00:00:00+00,11,Jessie Campbell,8,8.7006712,6,1,,1049.611998,-57423.27097
21930,2020,CA,CDF,LNU,CEMENT,8139,2020/06/02 00:00:00+00,2020/06/02 00:00:00+00,14,Gary Uboldi,3,3.5096183,6,1,,660.8355883,-23163.36938
21931,2020,CA,CDF,LNU,TWIN,19608,2020/11/23 00:00:00+00,2020/11/23 00:00:00+00,5,Jason Freyer,1,1.0429176,6,1,,353.8860459,-6863.479398
21932,2020,CA,CCO,MRN,PIERCE,2436,2020/09/27 00:00:00+00,2020/09/27 00:00:00+00,2,,5.6,5.6360598,1,1,,892.7627061,-36788.5174
21933,2020,CA,CCO,MRN,ISLAND,1927,2020/08/09 00:00:00+00,2020/08/09 00:00:00+00,4,,1.5,1.435051,1,1,,415.082884,-9370.994
21934,2020,CA,USF,LPF,PLASKETT,1245,2020/06/03 00:00:00+00,2020/06/06 00:00:00+00,5,4952B882-1B9A-44C5-8024-70C12055E3F8,24,1.5009465,8,1,,374.8567338,-9284.519621
21935,2020,CA,USF,BDF,RALPH ,12365,2020/08/15 00:00:00+00,2020/08/18 00:00:00+00,1,D920AEDB-8F88-448B-BAF4-87373D3E2F8F,10,9.3903809,8,1,,911.3419211,-55017.73581
21936,2020,CA,USF,ANF,BLUE,4178,2020/10/16 00:00:00+00,2020/10/20 00:00:00+00,1,B168D375-4B5B-46F4-B7B0-C5E6CC04767C,15,5.1512733,3,1,,1142.823363,-30685.79712
21937,2020,CA,CDF,BTU,2-28 / BUTTE LIGHTNING COMPLEX,9756,2020/08/17 06:59:59+00,2020/09/10 06:59:59+00,1,BUTTE LIGHTNING COMPLEX,2,21.37203,1,1,,1901.836225,-147417.5553
21938,2020,CA,CDF,BTU,1-11 / BUTTE LIGHTNING COMPLEX,9778,2020/08/17 06:59:59+00,2020/09/10 06:59:59+00,1,BUTTE LIGHTNING COMPLEX,10,12.20918,1,1,,1243.225444,-84049.5192
21939,2020,CA,CDF,BTU,2-30 / BUTTE LIGHTNING COMPLEX,9784,2020/08/17 06:59:59+00,2020/09/10 06:59:59+00,1,BUTTE LIGHTNING COMPLEX,0.05,6.258503,1,1,,894.8329101,-43254.5174
21940,2020,CA,CDF,BTU,2-26 / BUTTE LIGHTNING COMPLEX,9730,2020/08/17 06:59:59+00,2020/09/10 06:59:59+00,1,BUTTE LIGHTNING COMPLEX,0.25,27.641741,1,1,,1987.669251,-191103.5795
21941,2020,CA,CDF,BTU,1-8 / BUTTE LIGHTNING COMPLEX,9749,2020/08/17 06:59:59+00,2020/09/10 06:59:59+00,1,BUTTE LIGHTNING COMPLEX,1.96,92.39505,1,1,,3794.789843,-637869.2044
21942,2020,CA,CDF,BTU,1-7 / BUTTE LIGHTNING COMPLEX,9748,2020/08/17 06:59:59+00,2020/09/26 06:59:59+00,1,BUTTE LIGHTNING COMPLEX,20,174.789,1,1,,6517.765383,-1207708.829
21943,2020,CA,CDF,BTU,1-12 / BUTTE LIGHTNING COMPLEX,10058,2020/08/24 06:59:59+00,2020/09/10 06:59:59+00,1,BUTTE LIGHTNING COMPLEX,947,946.58337,1,1,,18556.52565,-6530778.569
