OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPE_Length,SHAPE_Area
42498,2019,CA,CDF,MVU,WILLOWS 3,14088,2019/09/25 00:00:00+00,2019/09/25 00:00:00+00,14,,52,57.422035,7,1,,4096.485554,-330365.3812
42499,2019,CA,CDF,MVU,GASOLINE,7586,2019/05/29 00:00:00+00,2019/05/30 00:00:00+00,14,,29,29.537264,1,1,,2252.183835,-169093.5126
42500,2019,CA,CDF,MVU,BORDER,6784,2019/05/13 00:00:00+00,2019/05/19 00:00:00+00,5,17.5 on the US side 5.8 on the Mexico side,16,23.3554,1,1,,2590.485492,-133420.3808
42501,2019,CA,CDF,MVU,SCOUT,14643,2019/10/05 00:00:00+00,2019/10/05 00:00:00+00,9,,25.6,25.536137,1,1,,2667.35596,-148042.7287
42502,2019,CA,CDF,MVU,COPPER,16047,2019/10/30 00:00:00+00,2019/11/01 00:00:00+00,9,"WFDSS -151 acres in US, 220 in Mexico",50,371.35593,7,1,,7206.468481,-2121411.334
42503,2019,CA,CDF,MVU,BORDER 9,11839,2019/08/15 00:00:00+00,2019/08/16 00:00:00+00,7,67 acres  in US,85,67.372292,7,1,,3324.028166,-384982.9288
42504,2019,CA,CDF,MVU,BORDER 10,12378,2019/08/25 00:00:00+00,2019/08/28 00:00:00+00,14,13.2 acres in Mexico 11.8 U.S. ,25,11.862469,7,1,,1262.914645,-67767.60363
42505,2019,CA,CDF,MVU,SAWDAY,15731,2019/10/25 00:00:00+00,2019/10/28 00:00:00+00,15, ,97,101.16784,1,1,,4226.767654,-584374.4921
42506,2019,CA,CDF,AEU,BROWNS,23326,2019/08/02 00:00:00+00,2019/08/02 00:00:00+00,9,,,84.323441,1,1,,3606.927863,-556061.3927
42507,2019,CA,CDF,AEU,CARSON,23015,2019/07/30 00:00:00+00,2019/07/30 00:00:00+00,2,,,13.1878,1,1,,1466.322158,-87888.91277
42508,2019,CA,CDF,AEU,CHAPARRAL,29708,2019/09/29 00:00:00+00,2019/09/29 00:00:00+00,9,,,21.851107,1,1,,2389.700422,-144765.1094
42509,2019,CA,CDF,AEU,COULTER,28812,2019/09/21 00:00:00+00,2019/09/21 00:00:00+00,9,,,17.788284,1,1,,1692.280105,-117878.392
42510,2019,CA,CDF,AEU,COUNTRY,26999,2019/09/03 00:00:00+00,2019/09/03 00:00:00+00,14,,,85.596687,1,1,,5463.740428,-572850.1826
42511,2019,CA,CDF,AEU,ELECTRA,29257,2019/09/25 00:00:00+00,2019/09/25 00:00:00+00,7,,,10.239115,1,1,,1736.751973,-67449.02207
42512,2019,CA,CDF,AEU,LIBERTY,26884,2019/09/02 00:00:00+00,2019/09/02 00:00:00+00,2,,,10.667637,1,1,,1588.896638,-70145.51052
42513,2019,CA,CDF,AEU,PATTERSON,24851,2019/08/15 00:00:00+00,2019/08/15 00:00:00+00,14,,,34.914864,1,1,,2336.71483,-232061.6952
42514,2019,CA,CDF,AEU,VINTAGE,21136,2019/07/14 00:00:00+00,2019/07/14 00:00:00+00,2,,,2.438375,1,1,,557.8830897,-16179.10555
42515,2019,CA,CDF,FKU,DEER,8718,2019/06/23 00:00:00+00,2019/06/26 00:00:00+00,7,,65,64.951561,1,1,,3371.729607,-411319.1472
42516,2019,CA,CDF,FKU,DEVIL,5520,2019/04/24 00:00:00+00,2019/04/24 00:00:00+00,11,,50.25,50.139587,1,1,,3884.371751,-309407.8612
42517,2019,CA,CDF,FKU,HILLS,7319,2019/05/29 00:00:00+00,2019/06/01 00:00:00+00,2,,120.86,120.64044,1,1,,4204.886186,-760502.4347
42518,2019,CA,CDF,FKU,HORSE,12035,2019/10/18 00:00:00+00,2019/10/19 00:00:00+00,2,,13.7,13.748615,1,1,,1419.47982,-85633.46258
42519,2019,CA,CDF,FKU,MUD,15366,2019/10/18 00:00:00+00,2019/10/19 00:00:00+00,11,,137,137.21513,1,1,,4629.541983,-854951.2614
42520,2019,CA,CDF,FKU,REEF,13428,2019/09/11 00:00:00+00,2019/09/11 00:00:00+00,11,,104,103.76073,1,1,,3663.012411,-640445.1402
42521,2019,CA,CDF,FKU,SKY,11299,2019/09/05 00:00:00+00,2019/09/05 00:00:00+00,11,,139,138.99321,1,1,,3933.210812,-862678.6334
42522,2019,CA,CDF,FKU,WARTHAN,12841,2019/09/01 00:00:00+00,2019/10/02 00:00:00+00,3,,13,12.201762,1,1,,1336.616093,-75771.48025
42523,2019,CA,CDF,FKU,BRYSON,15219,2019/10/15 00:00:00+00,2019/10/15 00:00:00+00,7,,14,13.842192,1,1,,1416.195393,-87287.91526
42524,2019,CA,CDF,FKU,COVE,8541,2019/06/20 00:00:00+00,2019/06/23 00:00:00+00,7,,20,29.09276,1,1,,2091.360944,-183528.9961
42525,2019,CA,CDF,FKU,FRAME,14450,2019/09/30 00:00:00+00,2019/10/02 00:00:00+00,7,,15,15.022148,1,1,,1819.646344,-93461.90005
42526,2019,CA,CDF,FKU,OIL,14337,2019/09/28 00:00:00+00,2019/09/28 00:00:00+00,11,,38,37.669304,1,1,,3051.300778,-234734.8871
42527,2019,CA,CDF,FKU,PALM,14378,2019/09/29 00:00:00+00,2019/09/29 00:00:00+00,11,,90,89.734077,1,1,,3027.611315,-559334.5567
42528,2019,CA,CDF,FKU,PALMER,9326,2019/07/04 00:00:00+00,2019/07/04 00:00:00+00,11,,14.64,14.614889,1,1,,1738.869889,-91061.90068
42529,2019,CA,CDF,FKU,PANOCHE,5298,2019/04/20 00:00:00+00,2019/04/20 00:00:00+00,9,,44.81,44.811226,1,1,,2913.85727,-282817.6651
42530,2019,CA,CDF,FKU,PYRAMID,13656,2019/09/15 00:00:00+00,2019/09/15 00:00:00+00,14,,15.9,15.943653,1,1,,1683.181418,-98283.62893
42531,2019,CA,CDF,FKU,SPEARHEAD,7317,2019/05/29 00:00:00+00,2019/05/30 00:00:00+00,11,,13.47,13.478957,1,1,,1625.998544,-85801.23409
42532,2019,CA,CDF,FKU,YORK,5720,,,14,Started in Kern county,,160.91243,1,1,,6794.079424,-991829.9183
42533,2019,CA,CDF,FKU,PHELPS,13062,2019/09/05 00:00:00+00,2019/09/05 00:00:00+00,11,,61.4,61.305656,1,1,,3068.880052,-381406.9354
42534,2019,CA,CDF,BEU,DUDLEY,3067,2019/05/30 00:00:00+00,2019/05/30 00:00:00+00,2,,13.5,13.473977,1,1,,1126.270892,-83494.60051
42535,2019,CA,CDF,BEU,VINEYARD ,3134,2019/06/02 00:00:00+00,2019/06/02 00:00:00+00,5,,32,32.386257,1,1,,2222.039834,-199654.7907
42536,2019,CA,CDF,BEU,LIGGETT,3264,2019/06/08 00:00:00+00,2019/06/08 00:00:00+00,14,,11,10.376249,1,1,,1597.54748,-64113.58133
42537,2019,CA,CDF,BEU,HUNTER,3291,2019/06/09 00:00:00+00,2019/06/09 00:00:00+00,2,,74.7,74.504112,2,1,,2690.15333,-460529.1952
42538,2019,CA,CDF,BEU,ARDO,3383,2019/06/12 00:00:00+00,2019/06/12 00:00:00+00,11,,43,42.759003,1,1,,2452.507979,-264541.8592
42539,2019,CA,CDF,BEU,HOLLISTER,3484,2019/06/15 00:00:00+00,2019/06/15 00:00:00+00,10,,24.53,24.501352,1,1,,1688.257672,-154758.2406
42540,2019,CA,CDF,BEU,HERNANDEZ,3602,2019/06/19 00:00:00+00,2019/06/19 00:00:00+00,14,,33.1,28.659925,1,1,,3763.159464,-179065.3453
42541,2019,CA,CDF,BEU,LONOAK,3696,2019/06/25 00:00:00+00,2019/06/25 00:00:00+00,11,,2546,2520.8787,2,1,,23366.14829,-15702125.39
42542,2019,CA,CDF,BEU,PARKFIELD,3780,2019/06/30 00:00:00+00,2019/06/30 00:00:00+00,11,,14.2,13.854422,1,1,,1240.624801,-85477.13182
42543,2019,CA,CDF,BEU,SARGENT,3972,2019/07/09 00:00:00+00,2019/07/09 00:00:00+00,11,,280,171.94772,1,1,,5491.143334,-1064147.276
42544,2019,CA,CDF,BEU,LUCAS,4195,2019/07/21 00:00:00+00,2019/07/21 00:00:00+00,10,,18.2,18.164337,1,1,,1706.795386,-112498.4112
42545,2019,CA,CDF,BEU,LAKE,4344,2019/07/29 00:00:00+00,2019/07/29 00:00:00+00,10,,306,305.68286,1,1,,5277.857885,-1889138.037
42546,2019,CA,CDF,BEU,JOLON,5020,2019/09/01 00:00:00+00,2019/09/01 00:00:00+00,11,,66,61.592369,1,1,,4904.804115,-380769.9367
42547,2019,CA,CDF,BEU,ANTELOPE,5048,2019/09/02 00:00:00+00,2019/09/02 00:00:00+00,9,,167,167.33279,6,1,,4258.334923,-1051610.515
42548,2019,CA,CDF,BEU,FRUDDEN,5061,2019/09/03 00:00:00+00,2019/09/03 00:00:00+00,2,,11.77,11.789393,1,1,,1264.803731,-72879.27994
42549,2019,CA,CDF,BEU,CROSS,5735,2019/10/08 00:00:00+00,2019/10/11 00:00:00+00,14,,289,289.15143,3,1,,9999.107268,-1782338.516
42550,2019,CA,CDF,BEU,STAGE,5333,2019/09/18 00:00:00+00,2019/09/18 00:00:00+00,7,,13,13.019149,1,1,,2136.630803,-82252.88987
42551,2019,CA,CDF,CZU,KING,7484,2019/10/10 00:00:00+00,2019/10/10 00:00:00+00,11,,11,8.2216024,1,1,,1318.084124,-53203.82257
42552,2019,CA,CDF,CZU,CABRILLO,7888,2019/10/24 00:00:00+00,2019/10/24 00:00:00+00,2,,61,61.750446,7,1,,3804.312249,-394295.4335
42553,2019,CA,CDF,CZU,DEER,6545,2019/09/03 00:00:00+00,2019/09/03 00:00:00+00,5,,10,9.3673754,1,1,,1593.012267,-59831.3515
42554,2019,CA,CDF,SHU,MOUNTAIN ,9030,2019/08/22 00:00:00+00,2019/08/26 00:00:00+00,14,,600,493.25879,1,1,,14514.87813,-3476620.083
42555,2019,CA,CDF,SHU,PLAINS ,10927,2019/10/10 00:00:00+00,2019/10/10 00:00:00+00,10,,42,42.175037,1,1,,3400.679987,-295470.4859
42556,2019,CA,CDF,SHU,HORSE,7390,2019/07/12 00:00:00+00,2019/07/13 00:00:00+00,14,,30,24.755692,1,1,,2972.805534,-173258.3137
42557,2019,CA,CDF,SHU,9-May,9587,2019/09/05 00:00:00+00,2019/09/06 00:00:00+00,1,,14.63,14.630541,1,1,,1777.279472,-102542.2442
42558,2019,CA,CDF,SHU,COW,10269,2019/09/24 00:00:00+00,2019/09/24 00:00:00+00,10,,16,15.383965,1,1,,1509.410783,-108143.3772
42559,2019,CA,CDF,SHU,GILBERT,8339,2019/08/04 00:00:00+00,2019/08/06 00:00:00+00,2,,30,33.092155,1,1,,4074.173245,-232288.6192
42560,2019,CA,CDF,SHU,TRINITY,6689,2019/06/25 00:00:00+00,2019/06/25 00:00:00+00,2,,90,129.06361,1,1,,6013.637333,-902104.8337
42561,2019,CA,CDF,SHU,LOWER,8673,2019/08/12 00:00:00+00,2019/08/12 00:00:00+00,1,,46,46.405109,1,1,,2751.67323,-324549.555
42562,2019,CA,CDF,SHU,RANCH,7092,2019/07/05 00:00:00+00,2019/07/06 00:00:00+00,2,,30,32.789631,1,1,,2609.908583,-229141.527
42563,2019,CA,CDF,SHU,COTTAGE,8781,2019/08/15 00:00:00+00,2019/08/17 00:00:00+00,2,,156,112.29245,1,1,,6318.646022,-786182.6123
42564,2019,CA,CDF,TGU,RAWSON,11434,2019/10/26 00:00:00+00,2019/10/27 00:00:00+00,10,,605,605.48975,1,1,,12951.13657,-4179430.961
42565,2019,CA,CDF,TGU,RANCH,11766,2019/11/03 00:00:00+00,2019/11/14 00:00:00+00,14,Under Investigation,2534,2534.2109,7,1,,24232.18093,-17525519.38
42566,2019,CA,CDF,TGU,RED BANK,9386,2019/09/05 00:00:00+00,2019/09/15 00:00:00+00,1,,8822,8822.0244,7,1,,59558.64081,-61191653.47
42567,2019,CA,CDF,TCU,BURSON,7252,2019/06/22 00:00:00+00,2019/06/22 00:00:00+00,14,,33,1.3996444,1,1,,658.9546275,-9185.656356
42568,2019,CA,CDF,TCU,BRANDT,7779,2019/07/03 00:00:00+00,2019/07/03 00:00:00+00,10,,190,23.174004,1,1,,2602.207767,-151877.4382
42569,2019,CA,CDF,TCU,LYNETTE,11434,2019/09/23 00:00:00+00,2019/09/23 00:00:00+00,9,,66.8,66.704887,1,1,,3349.898632,-436621.9556
42570,2019,CA,CDF,TCU,FLOOD,10715,2019/09/05 00:00:00+00,2019/09/05 00:00:00+00,14,,44,44.079975,1,1,,2563.368135,-287876.4415
42571,2019,CA,CDF,TCU,MILTON,8329,2019/07/15 00:00:00+00,2019/07/15 00:00:00+00,14,Electrical power,202,200.08377,1,1,,7638.956374,-1303951.894
42572,2019,CA,CDF,TCU,RODDEN,8128,2019/07/11 00:00:00+00,2019/07/11 00:00:00+00,5,,32,32.694424,1,1,,2397.044647,-212402.5055
42573,2019,CA,CDF,TCU,MILTON_2,6366,2019/06/02 00:00:00+00,2019/06/02 00:00:00+00,14,,87,84.138145,1,1,,4074.117966,-548318.4274
42574,2019,CA,CDF,TCU,PRESTON,9456,2019/08/08 00:00:00+00,2019/08/08 00:00:00+00,8,,21.3,20.166065,1,1,,1712.911936,-131453.167
42575,2019,CA,CDF,TCU,CERRITOS,8348,2019/07/15 00:00:00+00,2019/07/15 00:00:00+00,14,,11.2,12.290551,1,1,,1869.798841,-79420.34489
42576,2019,CA,CDF,TCU,FLOTO,7606,2019/06/29 00:00:00+00,2019/06/29 00:00:00+00,14,,35.2,34.216,1,1,,2828.718307,-221272.0491
42577,2019,CA,CDF,TCU,CRABTREE,5561,2019/05/13 00:00:00+00,2019/05/13 00:00:00+00,9,,10,9.9638901,1,1,,1533.866067,-64408.80097
42578,2019,CA,CDF,TCU,TULLOCH,11480,2019/09/23 00:00:00+00,2019/09/25 00:00:00+00,10,,82.9,83.957771,1,1,,3657.276574,-545951.6705
42579,2019,CA,CDF,RRU,HORSESHOE,118651,2019/09/04 00:00:00+00,2019/09/17 00:00:00+00,14,,503,583.43988,1,1,,13078.66899,-3427267.656
42580,2019,CA,CDF,RRU,46,139997,2019/10/21 00:00:00+00,2019/10/31 00:00:00+00,10,,328,329.39752,1,1,,14918.0357,-1943296.642
42581,2019,CA,CDF,RRU,JERRY,79226,2019/06/21 00:00:00+00,2019/06/21 00:00:00+00,10,,500,521.9408,6,1,,11739.39844,-3075381.382
42582,2019,CA,CDF,RRU,LINCOLN,34071,2019/03/15 00:00:00+00,2019/03/20 00:00:00+00,7,,560,564.21539,6,1,,9040.161125,-3294942.824
42583,2019,CA,CDF,RRU,MEADOWS,90678,2019/07/16 00:00:00+00,2019/07/17 00:00:00+00,10,,81,81.651146,1,1,,4437.17275,-476636.3086
42584,2019,CA,CDF,RRU,SANDALWOOD,130233,2019/10/10 00:00:00+00,2019/10/14 00:00:00+00,14,,1000,1008.1927,1,1,,15200.9404,-5951083.358
42585,2019,CA,CDF,RRU,TENAJA,113828,2019/09/04 00:00:00+00,2019/09/14 00:00:00+00,1, ,1926,1939.5358,1,1,,21954.64759,-11329899.31
42586,2019,CA,CDF,RRU,TORO,99849,2019/08/05 00:00:00+00,2019/08/06 00:00:00+00,14,,94,88.165123,1,1,,3404.524704,-517264.682
42587,2019,CA,CDF,SKU,PATRICIA,7102,2019/09/05 00:00:00+00,2019/09/05 00:00:00+00,1,,16.38,15.9213,1,1,,1573.844844,-116623.4154
42588,2019,CA,CDF,SKU,DUZEL,7025,2019/09/07 00:00:00+00,2019/09/08 00:00:00+00,1,,7,6.9045444,1,1,,2503.190997,-49871.99316
42589,2019,CA,CDF,SKU,SCOTT,4746,2019/06/23 00:00:00+00,2019/06/23 00:00:00+00,5,,5.65,5.6479058,1,1,,1049.578223,-40957.25408
42590,2019,CA,CDF,SKU,HIGH,3852,2019/05/24 00:00:00+00,2019/05/25 00:00:00+00,11,,7.68,7.526093,1,1,,1443.134906,-54625.35398
42591,2019,CA,CDF,SKU,ROCKY,4484,2019/06/14 00:00:00+00,2019/06/18 00:00:00+00,11,,16.38,16.379562,1,1,,1822.317753,-118800.13
42592,2019,CA,CDF,SKU,IRONGATE,4553,2019/06/16 00:00:00+00,2019/06/29 00:00:00+00,3,,9.69,9.6950254,1,1,,1192.885612,-70962.77045
42593,2019,CA,CDF,SKU,CREEK,4433,2019/06/12 00:00:00+00,2019/06/12 00:00:00+00,14,,5.1,4.9641328,1,1,,865.1721238,-36410.06325
42594,2019,CA,CDF,SKU,AUBREY,7156,2019/09/06 00:00:00+00,2019/09/06 00:00:00+00,1,,5.08,5.438107,1,1,,958.6503851,-39438.95064
42595,2019,CA,CDF,SKU,ETNA,3033,2019/04/25 00:00:00+00,2019/04/25 00:00:00+00,5,,3.86,3.2366233,1,1,,875.072076,-23361.77174
42596,2019,CA,CDF,SCU,STUHR,6517,2019/09/12 00:00:00+00,2019/09/12 00:00:00+00,10,,25,190.16489,2,1,,6618.221621,-1218752.748
42597,2019,CA,CDF,SCU,ROCK,4384,2019/06/26 00:00:00+00,2019/06/30 00:00:00+00,14,,500,2233.8906,2,1,,19459.65281,-14379072.95
42598,2019,CA,CDF,SCU,CANYON,3184,2019/05/30 00:00:00+00,2019/05/30 00:00:00+00,9,,25,135.33939,2,1,,5071.114373,-871084.4354
42599,2019,CA,CDF,SCU,HOLLOW,2805,2019/07/03 00:00:00+00,2019/07/05 00:00:00+00,10,,50,282.22556,2,1,,6291.491649,-1823622.849
42600,2019,CA,CDF,SCU,PATTERSON,6003,2019/08/01 00:00:00+00,0209/08/21 00:00:00+00,7,,15,139.20071,2,1,,4749.403761,-901734.8856
42601,2019,CA,CDF,SCU,MARSH 3,5526,2019/08/02 00:00:00+00,2019/08/09 00:00:00+00,7,,100,339.92273,2,1,,5901.767625,-2212726.905
42602,2019,CA,CDF,SCU,MARSH 5,5528,2019/08/02 00:00:00+00,2019/08/09 00:00:00+00,7,,100,226.61687,2,1,,5758.284663,-1474835.391
42603,2019,CA,CDF,SCU,MARSH 6,5529,2019/08/02 00:00:00+00,2019/08/09 00:00:00+00,7,,100,173.9333,2,1,,4460.017912,-1132209.669
42604,2019,CA,CDF,SCU,MALECH,3943,2019/06/09 00:00:00+00,2019/06/10 00:00:00+00,2,,50,207.74561,2,1,,6601.14836,-1328125.008
42605,2019,CA,CDF,NEU,RANGE,12526,2019/05/30 00:00:00+00,2019/05/30 00:00:00+00,2,,0.1,22.571548,1,1,,1650.86581,-152028.6869
42606,2019,CA,CDF,NEU,22ND,13305,2019/06/08 00:00:00+00,2019/06/08 00:00:00+00,14,,,72.069427,1,1,,2849.875572,-485698.7222
42607,2019,CA,CDF,NEU,SCOTT,14831,2019/06/24 00:00:00+00,2019/06/24 00:00:00+00,2,,2,80.34697,1,1,,3739.022368,-542735.5779
42608,2019,CA,CDF,NEU,DYER,15079,2019/06/26 00:00:00+00,2019/06/26 00:00:00+00,14,,148,147.64392,1,1,,6072.93632,-983705.8641
42609,2019,CA,CDF,NEU,WATT,13227,2019/06/07 00:00:00+00,2019/06/07 00:00:00+00,14,,50,26.63998,1,1,,2077.105409,-177507.4011
42610,2019,CA,CDF,NEU,FAR,16020,2019/07/06 00:00:00+00,2019/07/06 00:00:00+00,14,,35,34.72543,1,1,,3092.259572,-233434.4889
42611,2019,CA,CDF,NEU,FOOTHILLS,28628,2019/11/25 00:00:00+00,2019/11/25 00:00:00+00,7,,25,24.590448,1,1,,1941.655291,-164272.9889
42612,2019,CA,CDF,NEU,LOMA,24366,2019/10/06 00:00:00+00,2019/10/06 00:00:00+00,2,,0.6,0.9653762,1,1,,417.7484326,-6519.416445
